user_input,bot_response,ability,extra_label
"Sure . I heard about this on the TV . On January 3rd , 2004 , Explorer Spirit landed near the so-called Guser Crater . And three weeks later , Spirit's twin explorer , Opportunity , landed on Meridian Planum named by scientists .",Yes . Both have sent back pictures of the planet . And the latter did a better job .,conversation,neutral
"How is your job search going , Janet ?",I found the ideal position . I ’ m working for a plumbing company .,conversation,neutral
"Are you serious ? You studied mathematics at college for four years , and now you have a job working with your hands !","Plumbing work requires mathematics knowledge , and creativity . I love this job .",conversation,neutral
I can see that . But I didn ’ t know you had experience in that line of work .,"I didn ’ t , but I applied for an apprenticeship , and since I studied math , AND I have a good attitude , my application was accepted .",conversation,neutral
We are going to the concert this evening . Will you join us ?,I'm very sorry I can't .,conversation,neutral
Why not ?,I've been snowed under with work since my boss was away on business .,conversation,neutral
"Well , if it isn't the teacher's pet !",Stop it . Teacher doesn't treat me any different than she does everyone else .,conversation,anger
You can't prove that by me . I saw the score on your report .,"Hey , I worked hard on that report and I deserve the grade I got .",conversation,anger
It just happened to be the highest grade in the class .,You're just jealous because you didn't do as well as you thought you did . Admit it .,conversation,anger
I worked hard too . But she always gives me a lower grade .,If you think that she is not fair with your work then you should talk to her in person instead of stewing over it .,conversation,anger
You won one million yuan in a lottery . What will you say ?,I don't know . I'm too excited to say a word .,conversation,happiness
"I understand . It's too good to be true , isn't it ?","Yes , too good to be true .",conversation,happiness
I was supposed to meet with you at half past one .,"Yes , I see . What did you need to see me about ?",conversation,neutral
There's a problem with my schedule .,What's the problem ?,conversation,neutral
Two of my classes occur at the same time .,"Well , I can see that's a problem .",conversation,neutral
Is it at all possible for you to fix that error ?,"Yes , I can . Would you still like to have both of these classes ?",conversation,neutral
"I want to keep both of them , if that's possible .","Well , let me find you one of these classes on a different day .",conversation,neutral
I went bungee jumping yesterday .,That sounds like fun .,conversation,happiness
"Hello , Tom , are you free next Sunday ?",I think so . Why did you ask that ?,conversation,neutral
"I'm going to have my first baby , so I plan to hold a baby shower next Sunday .",Congratulations ! Why do people hold parties before the baby is born ?,conversation,happiness
It's the tradition . But baby showers as we know them today were not common until after World Warri .,"In any case , I like baby showers , because they allow friends and family to share the joy and excitement of welcoming a new life into the world .",conversation,neutral
"So you will come , won't you ?",Of course . I will prepare a good gift for the new arrival .,conversation,happiness
What are you doing ?,What am I doing ? What am I doing ? Don ’ t you know what day it is ?,conversation,surprise
Mumm . no .,It ’ s only the day when the world ’ s biggest sporting event is kicking off .,conversation,neutral
What ?,"The World Cup ! The first match is today ! It ’ s Mexico vs . South Africa ! It ’ s going to be a really good match ! Both teams have a very strong offense and have skilled players . I think that South Africa will probably dominate the first half since they are the host country , and all .",conversation,neutral
I have no idea what you ’ re talking about . The only sporting event we watch at home is the Super Bowl .,"This is bigger than the Super Bowl , man ! Teams from 32 countries compete against each other every four years and fight to win that trophy . They first start in a group stage with bigger groups , each group having 4 teams . The top 2 teams pass on to an elimination stage before going on to the quarter final sand semifinals .",conversation,neutral
"Sounds interesting , but soccer doesn ’ t really appeal to me .","Are you kidding ? Over seven hundred million people watched the final match of the World Cup ! It ’ s a very exciting and nerve wracking sport ! Each nation is cheering on their team , hoping they will become the next champion . So far Brazil is the team with the most titles under their belt ; they ’ re really good !",conversation,neutral
"All I know about soccer is that you can ’ t use your hands and that players are always falling down , trying to get a free kick or penalty kick . It seems like a sissy sport to me !","Whatever dude , I ’ m going to go watch the opening match .",conversation,neutral
We have absolute proof that you committed the crime .,That's absolutely ridiculous !,conversation,anger
"Where can I get the information , Kate ?",Ask John . He is sure to know about it .,conversation,neutral
Why ?,He has a finger in the pie .,conversation,neutral
That was a tough question . How did you get it right ?,I just took a shot in the dark .,conversation,neutral
There ’ s a letter here for you .,Let me see it .,conversation,neutral
What ’ s the letter about ?,It ’ s a letter from NYU .,conversation,neutral
Tell me what it says !,I didn ’ t get in .,conversation,neutral
You ’ re lying .,I ’ m not lying .,conversation,neutral
